순위,업소명,주소,분류,현지인 검색 수
246,천지연소래포구역점,인천 남동구 소래역남로16번길 75-0,한식,2304
247,고쉐프의신선한초밥,인천 서구 청라에메랄드로41번길 20-0,외국식,2294
248,밀레,인천 부평구 경원대로1130번길 7-0,전문음식,2292
249,크리스피크림도넛인천청라점,인천 서구 중봉대로586번길 19-0,간이음식,2288
250,해변식당,인천 서구 호두산로58번길 10-0,한식,2285
251,풍천민물장어 이억집,인천 계양구 장제로 1070-0,전문음식,2280
252,한라담청라점,인천 서구 경명대로 401-0,한식,2279
252,스시사쿠송도점,인천 연수구 송도과학로16번길 13-18,외국식,2279
254,금화왕돈까스가좌본점,인천 서구 가정로37번길 4-0,전문음식,2278
255,경복궁부평점,인천 부평구 길주로 643-0,한식,2275
256,상무초밥인천구월점,인천 남동구 인주대로 606-0,외국식,2273
257,미카도스시송도점,인천 연수구 컨벤시아대로 70-0,외국식,2271
258,마타렐로,인천 연수구 아트센터대로 203-0,전문음식,2267
259,스시민청라점,인천 서구 청라커낼로260번길 11-0,외국식,2257
260,임파스토,인천 연수구 아트센터대로 203-0,전문음식,2251
261,만강홍[중식],인천 연수구 원인재로 88-0,외국식,2244
261,대오통닭,인천 미추홀구 경인로326번길 75-0,간이음식,2244
263,편백가원청라점,인천 서구 청라커낼로 264-0,전문음식,2237
264,소플러스청라점,인천 서구 중봉대로586번길 9-19,한식,2231
265,노란우체통,인천 남동구 만의골로195번길 60-0,카페/찻집,2228
266,장기리추어탕,인천 계양구 장기로2번길 5-0,한식,2222
267,통큰해물손칼국수소래포구본점,인천 남동구 소래역남로 10-0,한식,2219
268,소풀이청라도양평해장국,인천 서구 중봉대로 781-0,한식,2216
269,화룽구월점,인천 남동구 인주대로591번길 71-0,한식,2213
270,쌈밥이네,인천 강화군 해안남로 2674-0,한식,2210
271,고메돈까스,인천 계양구 서부간선로 257-0,전문음식,2197
272,빌리앤오티스,인천 중구 백운로 333-0,간이음식,2183
273,개성손만두,인천 미추홀구 매소홀로 435-0,한식,2182
274,이화찹쌀순대,인천 남동구 장승로 88-0,한식,2179
275,티쏘커피,인천 남동구 호구포로 595-14,카페/찻집,2172
276,카페오라,인천 중구 용유서로 380-0,전문음식,2166
277,청실홍실청라점,인천 서구 중봉대로 594-0,한식,2163
278,이우철한방누룽지삼계탕도림점,인천 남동구 도림북로 54-0,한식,2154
279,박승광최강해물손칼국수청라점,인천 서구 청라커낼로329번길 19-1,한식,2151
280,뚝배기이탈리아청라점,인천 서구 중봉대로612번길 10-16,외국식,2146
281,초원에서,인천 남동구 만의골로 204-0,전문음식,2124
281,꼬막한상,인천 강화군 해안남로 334-0,전문음식,2124
283,토크라피,인천 강화군 해안남로1691번길 43-12,카페/찻집,2119
284,별미칡냉면,인천 부평구 주부토로145번길 28-0,한식,2113
285,육츠커피,인천 서구 청라한내로161번길 1-0,카페/찻집,2110
286,통영해물뚝배기운서점,인천 중구 화랑목로 40-24,한식,2099
287,복사꽃피는집청라점,인천 서구 청라에메랄드로76번길 7-13,한식,2092
288,부흥기사식당,인천 부평구 부흥로 387-0,한식,2085
289,라라코스트청라점,인천 서구 청라라임로 71-0,전문음식,2082
290,검단조개창고,인천 서구 원당대로 1045-0,전문음식,2081
291,남촌회관,인천 남동구 찬우물로 9-4,카페/찻집,2076
292,백합칼국수,인천 서구 담지로104번길 15-0,한식,2061
293,동락반점[중식],인천 미추홀구 독배로 473-0,외국식,2059
294,명동보리밥,인천 남동구 예술로 220-0,전문음식,2057
295,청라가야밀면국밥,인천 서구 청라라임로138번길 4-7,한식,2050
296,봄이보리밥영종점,인천 중구 자연대로 47-0,한식,2047
297,소담촌인천서창점,인천 남동구 서창남순환로216번길 12-0,전문음식,2044
298,함흥관,인천 미추홀구 인중로 1-0,한식,2042
299,돈까스클럽인천부평점,인천 부평구 평천로 140-0,전문음식,2036
300,초가집,인천 미추홀구 미추홀대로734번길 40-0,한식,2033
301,헤세드스시뷔페,인천 부평구 대정로 66-0,전문음식,2009
302,양자강[중식],인천 중구 용유서로 494-0,외국식,2003
303,남도추어탕,인천 중구 흰바위로92번길 6-16,한식,2000
304,전민규의황제누룽지탕계양점,인천 계양구 오조산로45번길 11-1,한식,1994
305,스페인마을,인천 강화군 해안남로 2677-21,카페/찻집,1980
306,고구려짬뽕집10101인천계양점 [중식],인천 계양구 벌말로551번길 1-0,외국식,1975
307,정정아식당산곡본점,인천 부평구 세월천로40번길 7-0,한식,1973
307,쏠마레,인천 중구 영종대로566번길 15-0,카페/찻집,1973
309,풍전식당,인천 미추홀구 남주길 5-0,한식,1925
310,신포동진순대국,인천 남동구 하촌로 67-0,한식,1892
